iter	Passed	Remaining
443	1748	2189
444	1749	2182
445	1751	2175
446	1753	2169
447	1757	2165
448	1758	2158
449	1776	2171
450	1778	2164
451	1779	2157
452	1781	2151
453	1783	2145
454	1785	2138
455	1789	2135
456	1793	2130
457	1794	2124
458	1804	2127
459	1806	2120
460	1807	2113
461	1809	2107
462	1812	2101
463	1814	2095
464	1815	2089
465	1820	2086
466	1823	2081
467	1825	2074
468	1826	2068
469	1828	2061
470	1829	2055
471	1840	2059
472	1842	2052
473	1844	2046
474	1870	2067
475	1872	2061
476	1874	2054
477	1875	2048
478	1884	2049
479	1886	2043
480	1887	2036
481	1890	2032
482	1893	2026
483	1895	2020
484	1896	2014
485	1900	2010
486	1902	2004
487	1903	1997
488	1905	1991
489	1907	1984
490	1908	1978
491	1910	1972
492	1912	1967
493	1914	1961
494	1933	1972
495	1941	1972
496	1944	1968
497	1946	1962
498	1948	1955
499	1949	1949
500	1951	1943
501	1955	1939
502	1960	1936
503	1962	1931
504	1964	1925
505	1971	1924
506	1973	1918
507	1975	1912
508	1988	1918
509	1991	1913
510	2019	1932
511	2024	1929
512	2026	1923
513	2028	1917
514	2030	1911
515	2033	1907
516	2035	1901
517	2041	1899
518	2045	1895
519	2050	1893
520	2053	1887
521	2055	1882
522	2057	1876
523	2059	1870
524	2060	1864
525	2062	1858
526	2085	1871
527	2087	1865
528	2088	1859
529	2090	1853
530	2092	1848
531	2096	1844
532	2098	1838
533	2101	1834
534	2106	1830
535	2107	1824
536	2110	1819
537	2112	1813
538	2113	1807
539	2116	1803
540	2118	1797
541	2120	1791
542	2141	1802
543	2142	1796
544	2144	1790
545	2146	1784
546	2150	1780
547	2151	1774
548	2153	1769
549	2156	1764
550	2158	1758
551	2159	1752
552	2162	1747
553	2166	1744
554	2168	1738
555	2185	1745
556	2187	1739
557	2204	1746
558	2206	1740
559	2210	1737
560	2213	1731
561	2215	1726
562	2216	1720
563	2218	1715
564	2220	1709
565	2223	1704
566	2237	1708
567	2241	1704
568	2243	1699
569	2245	1693
570	2246	1688
571	2248	1682
572	2266	1689
573	2268	1683
574	2272	1679
575	2275	1674
576	2276	1669
577	2279	1664
578	2280	1658
579	2282	1652
580	2283	1647
581	2285	1641
582	2288	1636
583	2290	1631
584	2291	1625
585	2293	1620
586	2294	1614
587	2296	1609
588	2299	1604
589	2300	1598
590	2304	1594
591	2306	1589
592	2308	1584
593	2310	1579
594	2313	1574
595	2314	1569
596	2317	1564
597	2319	1558
598	2320	1553
599	2324	1549
600	2326	1544
601	2330	1540
602	2332	1535
603	2333	1530
604	2335	1524
605	2365	1538
606	2367	1533
607	2374	1530
608	2375	1525
609	2377	1519
610	2378	1514
611	2380	1509
612	2382	1504
613	2384	1498
614	2388	1494
615	2389	1489
616	2391	1484
617	2392	1479
618	2394	1473
619	2395	1468
620	2398	1463
621	2399	1458
622	2403	1454
623	2421	1459
624	2423	1454
625	2425	1448
626	2426	1443
627	2434	1442
628	2438	1438
629	2441	1434
630	2443	1428
631	2445	1423
632	2446	1418
633	2452	1415
634	2456	1412
635	2458	1406
636	2460	1401
637	2462	1396
638	2467	1394
639	2469	1388
640	2470	1383
641	2472	1378
642	2477	1375
643	2478	1370
644	2509	1381
645	2511	1376
646	2516	1373
647	2518	1368
648	2520	1362
649	2521	1357
650	2530	1356
651	2532	1351
652	2534	1346
653	2557	1353
654	2558	1347
655	2560	1342
656	2562	1337
657	2563	1332
658	2565	1327
659	2567	1322
660	2568	1317
661	2570	1312
662	2572	1307
663	2575	1303
664	2580	1299
665	2581	1294
666	2583	1289
667	2584	1284
668	2586	1279
669	2587	1274
670	2590	1270
671	2592	1265
672	2594	1260
673	2596	1256
674	2600	1251
675	2601	1246
676	2603	1242
677	2608	1238
678	2610	1234
679	2612	1229
680	2614	1224
681	2616	1219
682	2617	1215
683	2624	1212
684	2625	1207
685	2627	1202
686	2628	1197
687	2634	1194
688	2637	1190
689	2639	1185
690	2640	1180
691	2642	1176
692	2643	1171
693	2645	1166
694	2646	1161
695	2648	1156
696	2649	1151
697	2652	1147
698	2653	1142
699	2655	1138
700	2656	1133
701	2657	1128
702	2659	1123
703	2660	1118
704	2661	1113
705	2662	1108
706	2664	1104
707	2667	1100
708	2669	1095
709	2670	1090
710	2672	1086
711	2673	1081
712	2675	1076
713	2676	1072
714	2680	1068
715	2684	1064
716	2687	1060
717	2689	1056
718	2690	1051
719	2692	1047
720	2694	1042
721	2700	1039
722	2702	1035
723	2704	1030
724	2707	1026
725	2709	1022
726	2710	1017
727	2715	1014
728	2717	1010
729	2718	1005
730	2719	1000
731	2721	996
732	2722	991
733	2724	987
734	2725	982
735	2729	978
736	2733	975
737	2734	970
738	2736	966
739	2738	962
740	2740	957
741	2741	953
742	2745	949
743	2747	945
744	2749	941
745	2751	936
746	2753	932
747	2754	928
748	2756	923
749	2757	919
750	2759	915
751	2761	910
752	2765	907
753	2766	902
754	2769	898
755	2771	894
756	2773	890
757	2774	885
758	2776	881
759	2777	877
760	2779	872
761	2780	868
762	2782	864
763	2784	859
764	2787	856
765	2789	852
766	2791	847
767	2792	843
768	2794	839
769	2797	835
770	2798	831
771	2800	827
772	2802	822
773	2804	818
774	2806	814
775	2807	810
776	2809	806
777	2810	801
778	2812	797
779	2813	793
780	2814	789
781	2816	785
782	2821	781
783	2822	777
784	2824	773
785	2825	769
786	2833	766
787	2834	762
788	2836	758
789	2838	754
790	2839	750
791	2846	747
792	2849	743
793	2857	741
794	2858	737
795	2860	733
796	2861	728
797	2869	726
798	2870	722
799	2872	718
800	2873	713
801	2875	709
802	2876	705
803	2878	701
804	2880	697
805	2882	693
806	2883	689
807	2885	685
808	2893	683
809	2895	679
810	2896	675
811	2898	671
812	2900	667
813	2901	663
814	2903	659
815	2920	658
816	2922	654
817	2923	650
818	2925	646
819	2929	643
820	2931	639
821	2932	635
822	2940	632
823	2942	628
824	2944	624
825	2945	620
826	2947	616
827	2951	613
828	2952	609
829	2954	605
830	2955	601
831	2957	597
832	2959	593
833	2960	589
834	2961	585
835	2963	581
836	2965	577
837	2966	573
838	2968	569
839	2969	565
840	2970	561
841	2974	558
842	2976	554
843	2980	550
844	2982	547
845	2985	543
846	2989	539
847	2990	536
848	2994	532
849	3000	529
850	3002	525
851	3007	522
852	3009	518
853	3010	514
854	3012	510
855	3014	507
856	3015	503
857	3017	499
858	3022	496
859	3023	492
860	3024	488
861	3026	484
862	3027	480
863	3029	476
864	3030	472
865	3032	469
866	3036	465
867	3040	462
868	3041	458
869	3045	455
870	3047	451
871	3052	448
872	3054	444
873	3059	441
874	3062	437
875	3067	434
876	3068	430
877	3083	428
878	3090	425
879	3091	421
880	3093	417
881	3095	414
882	3099	410
883	3114	408
884	3116	404
885	3118	401
886	3120	397
887	3122	393
888	3123	390
889	3125	386
890	3127	382
891	3130	379
892	3132	375
893	3133	371
894	3135	367
895	3136	364
896	3137	360
897	3138	356
898	3142	353
899	3151	350
900	3154	346
901	3156	342
902	3190	342
903	3197	339
904	3199	335
905	3200	332
906	3212	329
907	3214	325
908	3215	321
909	3217	318
910	3218	314
911	3220	310
912	3221	307
913	3223	303
914	3227	299
915	3228	296
916	3229	292
917	3231	288
918	3232	284
919	3233	281
920	3235	277
921	3236	273
922	3237	270
923	3242	266
924	3243	262
925	3244	259
926	3245	255
927	3247	251
928	3248	248
929	3250	244
930	3251	240
931	3253	237
932	3257	233
933	3259	230
934	3261	226
935	3262	223
936	3264	219
937	3266	215
938	3269	212
939	3273	208
940	3275	205
941	3277	201
942	3280	198
943	3282	194
944	3284	191
945	3289	187
946	3291	184
947	3293	180
948	3294	177
949	3296	173
950	3297	169
951	3300	166
952	3308	163
953	3309	159
954	3311	156
955	3313	152
956	3315	148
957	3320	145
958	3322	142
959	3323	138
960	3325	134
961	3326	131
962	3345	128
963	3346	124
964	3353	121
965	3354	118
966	3356	114
967	3358	111
968	3360	107
969	3385	104
970	3402	101
971	3403	98
972	3405	94
973	3406	90
974	3424	87
975	3428	84
976	3432	80
977	3433	77
978	3435	73
979	3437	70
980	3439	66
981	3440	63
982	3442	59
983	3445	56
984	3446	52
985	3448	48
986	3450	45
987	3452	41
988	3453	38
989	3455	34
990	3472	31
991	3476	28
992	3478	24
993	3480	21
994	3481	17
995	3483	13
996	3484	10
997	3485	6
998	3491	3
999	3492	0
